0.00.020.993 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.021.206 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.021.279 I srv          init: The UI is disabled
0.00.021.279 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.021.334 W srv  llama_server: -----------------
0.00.021.334 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.021.335 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.021.335 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.021.335 W srv  llama_server: -----------------
0.00.022.568 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.531.871 I cmn          init: llama threadpool init, n_threads = 16
0.03.710.045 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.728.088 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.914.330 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.943.536 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.03.943.572 I srv  llama_server: model loaded
0.03.943.578 I srv  llama_server: listening on http://127.0.0.1:8997
0.04.073.549 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.44.839.271 I slot print_timing: id  0 | task 0 | n_gen =    580, tg =  14.41 t/s, tg_3s =  15.40 t/s
0.47.890.795 I slot print_timing: id  0 | task 0 | n_gen =    625, tg =  14.43 t/s, tg_3s =  14.75 t/s
0.50.942.062 I slot print_timing: id  0 | task 0 | n_gen =    668, tg =  14.41 t/s, tg_3s =  14.09 t/s
0.53.410.329 I slot print_timing: id  0 | task 0 | prompt eval time =     582.73 ms /    81 tokens (    7.19 ms per token,   139.00 tokens per second)
0.53.410.334 I slot print_timing: id  0 | task 0 |        eval time =   48753.95 ms /   700 tokens (   69.75 ms per token,    14.34 tokens per second)
0.53.410.335 I slot print_timing: id  0 | task 0 |       total time =   49336.67 ms /   781 tokens
0.53.410.339 I slot print_timing: id  0 | task 0 |    graphs reused =        315
0.53.410.342 I slot print_timing: id  0 | task 0 | draft acceptance = 0.59655 (  380 accepted /   637 generated), mean len =  2.19
0.53.410.425 I slot      release: id  0 | task 0 | stop processing: n_tokens = 780, truncated = 0
0.53.413.236 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.549 (> 0.100 thold), f_keep = 0.058
0.53.506.447 I slot launch_slot_: id  0 | task 323 | processing task, is_child = 0
1.00.211.531 I slot print_timing: id  0 | task 323 | n_gen =    100, tg =  16.16 t/s, tg_3s =  16.32 t/s
1.03.257.353 I slot print_timing: id  0 | task 323 | n_gen =    138, tg =  14.94 t/s, tg_3s =  12.48 t/s
1.06.338.201 I slot print_timing: id  0 | task 323 | n_gen =    181, tg =  14.69 t/s, tg_3s =  13.96 t/s
1.09.387.618 I slot print_timing: id  0 | task 323 | n_gen =    228, tg =  14.83 t/s, tg_3s =  15.41 t/s
1.12.437.043 I slot print_timing: id  0 | task 323 | n_gen =    269, tg =  14.60 t/s, tg_3s =  13.45 t/s
1.15.485.898 I slot print_timing: id  0 | task 323 | n_gen =    310, tg =  14.44 t/s, tg_3s =  13.45 t/s
1.18.534.824 I slot print_timing: id  0 | task 323 | n_gen =    350, tg =  14.27 t/s, tg_3s =  13.12 t/s
1.21.585.101 I slot print_timing: id  0 | task 323 | n_gen =    391, tg =  14.18 t/s, tg_3s =  13.44 t/s
1.24.635.235 I slot print_timing: id  0 | task 323 | n_gen =    431, tg =  14.08 t/s, tg_3s =  13.11 t/s
1.27.720.658 I slot print_timing: id  0 | task 323 | n_gen =    472, tg =  14.00 t/s, tg_3s =  13.29 t/s
1.30.772.279 I slot print_timing: id  0 | task 323 | n_gen =    520, tg =  14.15 t/s, tg_3s =  15.73 t/s
1.33.824.852 I slot print_timing: id  0 | task 323 | n_gen =    559, tg =  14.04 t/s, tg_3s =  12.78 t/s
1.36.876.514 I slot print_timing: id  0 | task 323 | n_gen =    591, tg =  13.79 t/s, tg_3s =  10.49 t/s
1.39.927.522 I slot print_timing: id  0 | task 323 | n_gen =    630, tg =  13.72 t/s, tg_3s =  12.78 t/s
1.42.979.567 I slot print_timing: id  0 | task 323 | n_gen =    668, tg =  13.64 t/s, tg_3s =  12.45 t/s
1.45.600.778 I slot print_timing: id  0 | task 323 | prompt eval time =     578.99 ms /    82 tokens (    7.06 ms per token,   141.63 tokens per second)
1.45.600.781 I slot print_timing: id  0 | task 323 |        eval time =   51515.29 ms /   700 tokens (   73.70 ms per token,    13.57 tokens per second)
1.45.600.782 I slot print_timing: id  0 | task 323 |       total time =   52094.28 ms /   782 tokens
1.45.600.783 I slot print_timing: id  0 | task 323 |    graphs reused =        647
1.45.600.785 I slot print_timing: id  0 | task 323 | draft acceptance = 0.53789 (  362 accepted /   673 generated), mean len =  2.07
1.45.600.834 I slot      release: id  0 | task 323 | stop processing: n_tokens = 781, truncated = 0
1.45.602.492 I srv    operator(): operator(): cleaning up before exit...
