0.00.021.327 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.021.527 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.021.589 I srv          init: The UI is disabled
0.00.021.590 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.021.642 W srv  llama_server: -----------------
0.00.021.643 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.021.643 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.021.643 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.021.643 W srv  llama_server: -----------------
0.00.022.872 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.863.575 I cmn          init: llama threadpool init, n_threads = 16
0.04.106.439 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.04.121.563 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.04.273.196 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.04.300.644 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.04.300.679 I srv  llama_server: model loaded
0.04.300.685 I srv  llama_server: listening on http://127.0.0.1:8997
0.05.044.693 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.06.963.960 I slot print_timing: id  0 | task 287 | n_gen =    195, tg =  16.12 t/s, tg_3s =  14.52 t/s
1.10.060.099 I slot print_timing: id  0 | task 287 | n_gen =    235, tg =  15.47 t/s, tg_3s =  12.92 t/s
1.13.158.507 I slot print_timing: id  0 | task 287 | n_gen =    284, tg =  15.53 t/s, tg_3s =  15.81 t/s
1.16.256.141 I slot print_timing: id  0 | task 287 | n_gen =    340, tg =  15.90 t/s, tg_3s =  18.08 t/s
1.19.353.757 I slot print_timing: id  0 | task 287 | n_gen =    389, tg =  15.89 t/s, tg_3s =  15.82 t/s
1.22.451.112 I slot print_timing: id  0 | task 287 | n_gen =    427, tg =  15.48 t/s, tg_3s =  12.27 t/s
1.25.558.515 I slot print_timing: id  0 | task 287 | n_gen =    463, tg =  15.09 t/s, tg_3s =  11.59 t/s
1.28.661.383 I slot print_timing: id  0 | task 287 | n_gen =    496, tg =  14.68 t/s, tg_3s =  10.64 t/s
1.31.765.502 I slot print_timing: id  0 | task 287 | n_gen =    533, tg =  14.44 t/s, tg_3s =  11.92 t/s
1.34.869.620 I slot print_timing: id  0 | task 287 | n_gen =    590, tg =  14.75 t/s, tg_3s =  18.36 t/s
1.37.972.584 I slot print_timing: id  0 | task 287 | n_gen =    628, tg =  14.57 t/s, tg_3s =  12.25 t/s
1.41.076.574 I slot print_timing: id  0 | task 287 | n_gen =    676, tg =  14.63 t/s, tg_3s =  15.46 t/s
1.43.468.161 I slot print_timing: id  0 | task 287 | prompt eval time =     552.22 ms /    81 tokens (    6.82 ms per token,   146.68 tokens per second)
1.43.468.166 I slot print_timing: id  0 | task 287 |        eval time =   48535.96 ms /   700 tokens (   69.44 ms per token,    14.40 tokens per second)
1.43.468.167 I slot print_timing: id  0 | task 287 |       total time =   49088.18 ms /   781 tokens
1.43.468.168 I slot print_timing: id  0 | task 287 |    graphs reused =        554
1.43.468.174 I slot print_timing: id  0 | task 287 | draft acceptance = 0.37166 (  417 accepted /  1122 generated), mean len =  2.48
1.43.468.227 I slot      release: id  0 | task 287 | stop processing: n_tokens = 780, truncated = 0
1.43.471.562 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.542 (> 0.100 thold), f_keep = 0.058
1.43.471.667 I slot launch_slot_: id  0 | task 573 | processing task, is_child = 0
1.48.685.397 I slot print_timing: id  0 | task 573 | n_gen =    100, tg =  21.33 t/s, tg_3s =  21.54 t/s
1.51.776.857 I slot print_timing: id  0 | task 573 | n_gen =    131, tg =  16.81 t/s, tg_3s =  10.03 t/s
1.54.875.502 I slot print_timing: id  0 | task 573 | n_gen =    175, tg =  16.06 t/s, tg_3s =  14.20 t/s
1.57.975.479 I slot print_timing: id  0 | task 573 | n_gen =    234, tg =  16.72 t/s, tg_3s =  19.03 t/s
2.01.072.613 I slot print_timing: id  0 | task 573 | n_gen =    295, tg =  17.26 t/s, tg_3s =  19.70 t/s
2.04.172.683 I slot print_timing: id  0 | task 573 | n_gen =    358, tg =  17.74 t/s, tg_3s =  20.32 t/s
2.07.270.645 I slot print_timing: id  0 | task 573 | n_gen =    414, tg =  17.78 t/s, tg_3s =  18.08 t/s
2.10.380.456 I slot print_timing: id  0 | task 573 | n_gen =    482, tg =  18.26 t/s, tg_3s =  21.87 t/s
2.13.484.309 I slot print_timing: id  0 | task 573 | n_gen =    547, tg =  18.55 t/s, tg_3s =  20.94 t/s
2.16.588.453 I slot print_timing: id  0 | task 573 | n_gen =    600, tg =  18.41 t/s, tg_3s =  17.07 t/s
2.19.694.892 I slot print_timing: id  0 | task 573 | n_gen =    672, tg =  18.82 t/s, tg_3s =  23.18 t/s
2.21.554.950 I slot print_timing: id  0 | task 573 | prompt eval time =     571.90 ms /    83 tokens (    6.89 ms per token,   145.13 tokens per second)
2.21.554.956 I slot print_timing: id  0 | task 573 |        eval time =   37511.31 ms /   700 tokens (   53.66 ms per token,    18.63 tokens per second)
2.21.554.958 I slot print_timing: id  0 | task 573 |       total time =   38083.21 ms /   783 tokens
2.21.554.959 I slot print_timing: id  0 | task 573 |    graphs reused =        766
2.21.554.970 I slot print_timing: id  0 | task 573 | draft acceptance = 0.55479 (  481 accepted /   867 generated), mean len =  3.21
2.21.555.043 I slot      release: id  0 | task 573 | stop processing: n_tokens = 782, truncated = 0
2.21.559.950 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.549 (> 0.100 thold), f_keep = 0.058
2.21.657.370 I slot launch_slot_: id  0 | task 795 | processing task, is_child = 0
2.27.715.877 I slot print_timing: id  0 | task 795 | n_gen =    100, tg =  17.99 t/s, tg_3s =  18.17 t/s
2.30.806.662 I slot print_timing: id  0 | task 795 | n_gen =    134, tg =  15.48 t/s, tg_3s =  11.00 t/s
2.33.906.293 I slot print_timing: id  0 | task 795 | n_gen =    184, tg =  15.65 t/s, tg_3s =  16.13 t/s
2.37.005.073 I slot print_timing: id  0 | task 795 | n_gen =    228, tg =  15.35 t/s, tg_3s =  14.20 t/s
2.40.103.383 I slot print_timing: id  0 | task 795 | n_gen =    276, tg =  15.37 t/s, tg_3s =  15.49 t/s
2.43.203.025 I slot print_timing: id  0 | task 795 | n_gen =    311, tg =  14.77 t/s, tg_3s =  11.29 t/s
2.46.300.456 I slot print_timing: id  0 | task 795 | n_gen =    347, tg =  14.36 t/s, tg_3s =  11.62 t/s
2.49.398.831 I slot print_timing: id  0 | task 795 | n_gen =    387, tg =  14.20 t/s, tg_3s =  12.91 t/s
2.52.497.720 I slot print_timing: id  0 | task 795 | n_gen =    423, tg =  13.93 t/s, tg_3s =  11.62 t/s
2.55.607.393 I slot print_timing: id  0 | task 795 | n_gen =    468, tg =  13.98 t/s, tg_3s =  14.47 t/s
2.58.712.399 I slot print_timing: id  0 | task 795 | n_gen =    504, tg =  13.78 t/s, tg_3s =  11.59 t/s
3.01.818.711 I slot print_timing: id  0 | task 795 | n_gen =    554, tg =  13.96 t/s, tg_3s =  16.10 t/s
3.04.923.180 I slot print_timing: id  0 | task 795 | n_gen =    603, tg =  14.10 t/s, tg_3s =  15.78 t/s
3.08.029.507 I slot print_timing: id  0 | task 795 | n_gen =    651, tg =  14.19 t/s, tg_3s =  15.45 t/s
3.11.140.447 I slot print_timing: id  0 | task 795 | n_gen =    692, tg =  14.12 t/s, tg_3s =  13.18 t/s
3.11.631.063 I slot print_timing: id  0 | task 795 | prompt eval time =     555.59 ms /    82 tokens (    6.78 ms per token,   147.59 tokens per second)
3.11.631.072 I slot print_timing: id  0 | task 795 |        eval time =   49418.03 ms /   700 tokens (   70.70 ms per token,    14.14 tokens per second)
3.11.631.073 I slot print_timing: id  0 | task 795 |       total time =   49973.62 ms /   782 tokens
3.11.631.074 I slot print_timing: id  0 | task 795 |    graphs reused =       1048
3.11.631.092 I slot print_timing: id  0 | task 795 | draft acceptance = 0.35983 (  412 accepted /  1145 generated), mean len =  2.44
3.11.631.162 I slot      release: id  0 | task 795 | stop processing: n_tokens = 781, truncated = 0
3.11.636.271 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.584 (> 0.100 thold), f_keep = 0.058
3.11.735.039 I slot launch_slot_: id  0 | task 1086 | processing task, is_child = 0
3.18.362.036 I slot print_timing: id  0 | task 1086 | n_gen =    101, tg =  16.62 t/s, tg_3s =  16.78 t/s
3.21.455.201 I slot print_timing: id  0 | task 1086 | n_gen =    138, tg =  15.04 t/s, tg_3s =  11.96 t/s
3.24.554.858 I slot print_timing: id  0 | task 1086 | n_gen =    192, tg =  15.64 t/s, tg_3s =  17.42 t/s
3.27.653.567 I slot print_timing: id  0 | task 1086 | n_gen =    234, tg =  15.22 t/s, tg_3s =  13.55 t/s
3.30.752.607 I slot print_timing: id  0 | task 1086 | n_gen =    276, tg =  14.94 t/s, tg_3s =  13.55 t/s
3.33.852.012 I slot print_timing: id  0 | task 1086 | n_gen =    313, tg =  14.51 t/s, tg_3s =  11.94 t/s
3.36.951.540 I slot print_timing: id  0 | task 1086 | n_gen =    363, tg =  14.71 t/s, tg_3s =  16.13 t/s
3.40.049.771 I slot print_timing: id  0 | task 1086 | n_gen =    394, tg =  14.19 t/s, tg_3s =  10.01 t/s
3.43.153.532 I slot print_timing: id  0 | task 1086 | n_gen =    437, tg =  14.15 t/s, tg_3s =  13.85 t/s
3.46.258.419 I slot print_timing: id  0 | task 1086 | n_gen =    493, tg =  14.51 t/s, tg_3s =  18.04 t/s
3.49.362.184 I slot print_timing: id  0 | task 1086 | n_gen =    536, tg =  14.45 t/s, tg_3s =  13.85 t/s
3.52.467.514 I slot print_timing: id  0 | task 1086 | n_gen =    581, tg =  14.46 t/s, tg_3s =  14.49 t/s
3.55.571.439 I slot print_timing: id  0 | task 1086 | n_gen =    640, tg =  14.78 t/s, tg_3s =  19.01 t/s
3.58.675.029 I slot print_timing: id  0 | task 1086 | n_gen =    698, tg =  15.04 t/s, tg_3s =  18.69 t/s
3.58.949.876 I slot print_timing: id  0 | task 1086 | prompt eval time =     609.54 ms /    77 tokens (    7.92 ms per token,   126.33 tokens per second)
3.58.949.880 I slot print_timing: id  0 | task 1086 |        eval time =   46605.28 ms /   700 tokens (   66.67 ms per token,    15.00 tokens per second)
3.58.949.880 I slot print_timing: id  0 | task 1086 |       total time =   47214.82 ms /   777 tokens
3.58.949.881 I slot print_timing: id  0 | task 1086 |    graphs reused =       1312
3.58.949.885 I slot print_timing: id  0 | task 1086 | draft acceptance = 0.39777 (  428 accepted /  1076 generated), mean len =  2.59
3.58.949.935 I slot      release: id  0 | task 1086 | stop processing: n_tokens = 776, truncated = 0
3.58.953.598 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.450 (> 0.100 thold), f_keep = 0.058
3.59.098.715 I slot launch_slot_: id  0 | task 1361 | processing task, is_child = 0
4.04.174.302 I slot print_timing: id  0 | task 1361 | n_gen =    100, tg =  22.14 t/s, tg_3s =  22.36 t/s
4.07.265.852 I slot print_timing: id  0 | task 1361 | n_gen =    150, tg =  19.70 t/s, tg_3s =  16.17 t/s
4.10.369.413 I slot print_timing: id  0 | task 1361 | n_gen =    201, tg =  18.75 t/s, tg_3s =  16.43 t/s
4.13.469.169 I slot print_timing: id  0 | task 1361 | n_gen =    269, tg =  19.47 t/s, tg_3s =  21.94 t/s
4.16.566.945 I slot print_timing: id  0 | task 1361 | n_gen =    325, tg =  19.21 t/s, tg_3s =  18.08 t/s
4.19.667.066 I slot print_timing: id  0 | task 1361 | n_gen =    383, tg =  19.13 t/s, tg_3s =  18.71 t/s
4.22.772.817 I slot print_timing: id  0 | task 1361 | n_gen =    431, tg =  18.64 t/s, tg_3s =  15.46 t/s
4.25.877.361 I slot print_timing: id  0 | task 1361 | n_gen =    507, tg =  19.33 t/s, tg_3s =  24.48 t/s
4.28.982.421 I slot print_timing: id  0 | task 1361 | n_gen =    558, tg =  19.02 t/s, tg_3s =  16.42 t/s
4.32.086.808 I slot print_timing: id  0 | task 1361 | n_gen =    628, tg =  19.36 t/s, tg_3s =  22.55 t/s
4.35.196.049 I slot print_timing: id  0 | task 1361 | n_gen =    672, tg =  18.90 t/s, tg_3s =  14.15 t/s
4.36.400.099 I slot print_timing: id  0 | task 1361 | prompt eval time =     603.76 ms /   100 tokens (    6.04 ms per token,   165.63 tokens per second)
4.36.400.105 I slot print_timing: id  0 | task 1361 |        eval time =   36697.53 ms /   700 tokens (   52.50 ms per token,    19.05 tokens per second)
4.36.400.107 I slot print_timing: id  0 | task 1361 |       total time =   37301.29 ms /   800 tokens
4.36.400.108 I slot print_timing: id  0 | task 1361 |    graphs reused =       1520
4.36.400.117 I slot print_timing: id  0 | task 1361 | draft acceptance = 0.57109 (  486 accepted /   851 generated), mean len =  3.28
4.36.400.196 I slot      release: id  0 | task 1361 | stop processing: n_tokens = 799, truncated = 0
4.36.401.734 I srv    operator(): operator(): cleaning up before exit...
