"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void rope_multi<true, false, float, float>(float const*, float*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,20867323,65210.384375,0.5736,58201,95162,4778.196232
"void soft_max_f32<true, 256, 256, float>(float const*, float const*, float const*, float*, soft_max_params)",1280,18894424,14761.268750,0.5194,12441,45161,1178.854045
"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,17211683,7683.787054,0.4731,1760,65520,5066.147274
"scale_f32(float const*, float*, float, float, long)",2040,16342186,8010.875490,0.4492,1800,368964,8970.225489
"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2248,14449094,6427.532918,0.3972,1760,25761,3458.887878
"void build_mmq_routed_descriptors<48>(int const*, unsigned int*, int, int)",3840,13253818,3451.515104,0.3643,2640,11800,479.828235
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, true>(float const*, int const*, void*, long, long, long, long, long, int, int, int, int)",1280,12823364,10018.253125,0.3525,8801,39081,1211.108971
"void gdn_bf16_kkt_cuda<2>(float const*, float const*, float const*, unsigned short*, long, long, long, long, long, long, long, int)",960,12697066,13226.110417,0.3490,11841,63161,2862.957880
"void unary_gated_op_kernel<&(op_sigmoid(float)), float>(float const*, float const*, float*, long, long, long, long)",320,7580220,23688.187500,0.2084,21441,35801,1619.324377
"void k_get_rows_float_vec<float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",960,7545301,7859.688542,0.2074,3720,84801,3136.432045
"void mul_mat_vec_q_ksplit<(ggml_type)8, 1, false, false, false, 0, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",8,7024596,878074.500000,0.1931,876210,881650,2132.060104
"__amd_rocclr_copyBuffer",655,4616949,7048.777099,0.1269,1840,28760,4583.597563
"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",2240,3965647,1770.378125,0.1090,1440,10320,280.481041
"void rope_multi<true, false, float, __hip_bfloat16>(float const*, __hip_bfloat16*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,3327480,10398.375000,0.0915,9280,14880,725.405853
"void k_bin_bcast<&(op_div(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",1280,2603708,2034.146875,0.0716,1800,7080,228.488346
"void reduce_rows_f32<false>(float const*, float*, int)",1280,2377146,1857.145313,0.0653,1560,7800,236.178056
"__amd_rocclr_fillBufferAligned",6,2341791,390298.500000,0.0644,31080,561249,185640.667221
"void op_clamp_kernel<float>(float const*, float*, float, float, int)",1280,2068347,1615.896094,0.0569,1360,4761,170.411518
"void k_set_rows<float, long, __hip_bfloat16>(float const*, long const*, __hip_bfloat16*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",320,1957349,6116.715625,0.0538,5440,15880,682.602656
"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",960,1742551,1815.157292,0.0479,1520,12640,513.872656
"void convert_unary<__hip_bfloat16, __half>(void const*, __half*, long, long, long, HIP_vector_type<unsigned int, 3u>, long, long, long)",80,552691,6908.637500,0.0152,4480,11720,1755.983631
"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",8,16800,2100.000000,4.618e-04,2000,2320,115.139667
