0.00.020.355 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.020.558 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.674 I srv          init: The UI is disabled
0.00.020.675 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.020.720 W srv  llama_server: -----------------
0.00.020.722 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.020.722 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.020.722 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.020.722 W srv  llama_server: -----------------
0.00.021.949 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.503.221 I cmn          init: llama threadpool init, n_threads = 16
0.03.687.144 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.705.480 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.895.112 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.895.220 W llama_sampler_backend_support: device 'ROCm0' does not have support for op TOP_K needed for sampler 'top-k'
0.03.925.847 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.925.877 I srv  llama_server: model loaded
0.03.925.883 I srv  llama_server: listening on http://127.0.0.1:8997
0.04.070.175 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.52.941.958 I slot print_timing: id  0 | task 0 | prompt eval time =     584.96 ms /    81 tokens (    7.22 ms per token,   138.47 tokens per second)
0.52.941.963 I slot print_timing: id  0 | task 0 |        eval time =   48286.68 ms /   700 tokens (   69.08 ms per token,    14.48 tokens per second)
0.52.941.965 I slot print_timing: id  0 | task 0 |       total time =   48871.64 ms /   781 tokens
0.52.941.969 I slot print_timing: id  0 | task 0 |    graphs reused =        274
0.52.941.977 I slot print_timing: id  0 | task 0 | draft acceptance = 0.38087 (  422 accepted /  1108 generated), mean len =  2.52
0.52.942.095 I slot      release: id  0 | task 0 | stop processing: n_tokens = 780, truncated = 0
0.52.952.822 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.104
0.53.052.856 I slot launch_slot_: id  0 | task 281 | processing task, is_child = 0
0.59.574.965 I slot print_timing: id  0 | task 281 | n_gen =    104, tg =  17.34 t/s, tg_3s =  17.51 t/s
1.02.704.100 I slot print_timing: id  0 | task 281 | n_gen =    137, tg =  15.00 t/s, tg_3s =  10.55 t/s
1.05.711.604 I slot print_timing: id  0 | task 281 | n_gen =    181, tg =  14.91 t/s, tg_3s =  14.63 t/s
1.08.848.716 I slot print_timing: id  0 | task 281 | n_gen =    232, tg =  15.18 t/s, tg_3s =  16.26 t/s
1.11.986.386 I slot print_timing: id  0 | task 281 | n_gen =    270, tg =  14.66 t/s, tg_3s =  12.11 t/s
1.15.123.225 I slot print_timing: id  0 | task 281 | n_gen =    314, tg =  14.57 t/s, tg_3s =  14.03 t/s
1.18.260.146 I slot print_timing: id  0 | task 281 | n_gen =    354, tg =  14.34 t/s, tg_3s =  12.75 t/s
1.21.400.195 I slot print_timing: id  0 | task 281 | n_gen =    396, tg =  14.23 t/s, tg_3s =  13.38 t/s
1.24.414.259 I slot print_timing: id  0 | task 281 | n_gen =    448, tg =  14.52 t/s, tg_3s =  17.25 t/s
1.27.554.973 I slot print_timing: id  0 | task 281 | n_gen =    488, tg =  14.36 t/s, tg_3s =  12.74 t/s
1.30.701.445 I slot print_timing: id  0 | task 281 | n_gen =    539, tg =  14.51 t/s, tg_3s =  16.21 t/s
1.33.848.753 I slot print_timing: id  0 | task 281 | n_gen =    595, tg =  14.77 t/s, tg_3s =  17.79 t/s
1.36.991.863 I slot print_timing: id  0 | task 281 | n_gen =    631, tg =  14.53 t/s, tg_3s =  11.45 t/s
1.40.138.501 I slot print_timing: id  0 | task 281 | n_gen =    681, tg =  14.62 t/s, tg_3s =  15.89 t/s
1.41.933.879 I slot print_timing: id  0 | task 281 | prompt eval time =     582.78 ms /    81 tokens (    7.19 ms per token,   138.99 tokens per second)
1.41.933.885 I slot print_timing: id  0 | task 281 |        eval time =   48298.16 ms /   700 tokens (   69.10 ms per token,    14.47 tokens per second)
1.41.933.886 I slot print_timing: id  0 | task 281 |       total time =   48880.94 ms /   781 tokens
1.41.933.887 I slot print_timing: id  0 | task 281 |    graphs reused =        546
1.41.933.896 I slot print_timing: id  0 | task 281 | draft acceptance = 0.38315 (  423 accepted /  1104 generated), mean len =  2.53
1.41.933.973 I slot      release: id  0 | task 281 | stop processing: n_tokens = 780, truncated = 0
1.41.948.366 I srv    operator(): operator(): cleaning up before exit...
