"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void soft_max_f32<true, 256, 256, float>(float const*, float const*, float const*, float*, soft_max_params)",1280,18930253,14789.260156,0.5326,13360,191440,5042.909619
"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,16988663,7584.224554,0.4780,1760,65000,4990.188040
"scale_f32(float const*, float*, float, float, long)",2040,16350574,8014.987255,0.4600,1800,341804,9434.520843
"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2248,14246269,6337.308274,0.4008,1880,23840,3406.570364
"void build_mmq_routed_descriptors<48>(int const*, unsigned int*, int, int)",3840,13213368,3440.981250,0.3718,2640,12560,608.474970
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, true>(float const*, int const*, void*, long, long, long, long, long, int, int, int, int)",1280,12776632,9981.743750,0.3595,8640,37840,1199.777012
"void gdn_bf16_kkt_cuda<2>(float const*, float const*, float const*, unsigned short*, long, long, long, long, long, long, long, int)",960,12623120,13149.083333,0.3552,11480,78521,3609.291918
"void k_get_rows_float_vec<float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",960,7526707,7840.319792,0.2118,3640,85801,3078.997218
"void unary_gated_op_kernel<&(op_sigmoid(float)), float>(float const*, float const*, float*, long, long, long, long)",320,7415606,23173.768750,0.2086,21200,35600,1667.703263
"void mul_mat_vec_q_ksplit<(ggml_type)8, 1, false, false, false, 0, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",8,7007017,875877.125000,0.1971,874562,876922,871.082321
"__amd_rocclr_copyBuffer",655,4539763,6930.935878,0.1277,1920,27680,4605.949276
"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",2240,3829420,1709.562500,0.1077,1280,11880,335.456167
"void rope_multi<true, false, float, __hip_bfloat16>(float const*, __hip_bfloat16*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,3288116,10275.362500,0.0925,9240,15200,757.301168
"void k_bin_bcast<&(op_div(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",1280,2594140,2026.671875,0.0730,1760,7200,240.544343
"void reduce_rows_f32<false>(float const*, float*, int)",1280,2360984,1844.518750,0.0664,1600,5800,197.883025
"__amd_rocclr_fillBufferAligned",6,2296134,382689.000000,0.0646,31080,511166,178051.287071
"void op_clamp_kernel<float>(float const*, float*, float, float, int)",1280,2050095,1601.636719,0.0577,1400,4800,164.268954
"void k_set_rows<float, long, __hip_bfloat16>(float const*, long const*, __hip_bfloat16*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",320,1943695,6074.046875,0.0547,5480,9560,420.111473
"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",960,1737769,1810.176042,0.0489,1520,12160,460.176463
"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",8,16240,2030.000000,4.569e-04,1920,2240,104.197614
