"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,16952402,7568.036607,0.4750,1720,65240,4994.582954
"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2248,14298749,6360.653470,0.4006,1800,24640,3422.958081
"void build_mmq_routed_descriptors<48>(int const*, unsigned int*, int, int)",3840,13160427,3427.194531,0.3687,2640,11520,592.812095
"void gdn_bf16_kkt_cuda<2>(float const*, float const*, float const*, unsigned short*, long, long, long, long, long, long, long, int)",960,12947547,13487.028125,0.3628,11400,225763,9378.217560
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, true>(float const*, int const*, void*, long, long, long, long, long, int, int, int, int)",1280,12768025,9975.019531,0.3577,8640,42920,1301.966959
"void k_get_rows_float_vec<float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",960,7538270,7852.364583,0.2112,3720,80241,2979.706024
"void unary_gated_op_kernel<&(op_sigmoid(float)), float>(float const*, float const*, float*, long, long, long, long)",320,7398077,23118.990625,0.2073,20961,35600,1695.577089
"void mul_mat_vec_q_ksplit<(ggml_type)8, 1, false, false, false, 0, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",8,6993923,874240.375000,0.1960,872560,875961,1158.368426
"__amd_rocclr_copyBuffer",655,4719576,7205.459542,0.1322,1920,28160,4621.235179
"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",2240,3843099,1715.669196,0.1077,1280,11400,471.730238
"void rope_multi<true, false, float, __hip_bfloat16>(float const*, __hip_bfloat16*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,3276854,10240.168750,0.0918,9160,15080,756.065059
"void k_bin_bcast<&(op_div(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",1280,2579848,2015.506250,0.0723,1760,6920,236.060977
"void reduce_rows_f32<false>(float const*, float*, int)",1280,2349816,1835.793750,0.0658,1560,8800,252.438815
"__amd_rocclr_fillBufferAligned",6,2298009,383001.500000,0.0644,30160,517565,176719.092272
"void op_clamp_kernel<float>(float const*, float*, float, float, int)",1280,2052805,1603.753906,0.0575,1360,5680,186.542483
"void k_set_rows<float, long, __hip_bfloat16>(float const*, long const*, __hip_bfloat16*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",320,1909690,5967.781250,0.0535,5400,9200,425.675324
"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",960,1714931,1786.386458,0.0480,1520,11881,508.871552
"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",8,16720,2090.000000,4.685e-04,1920,2240,108.496215
