"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void cpy_scalar<&(void cpy_1_scalar<float, float>(char const*, char*))>(char const*, char*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)",1280,29781253,23266.603906,0.8258,3960,119240,30920.090981
"void k_bin_bcast<&(op_add(float, float)), float, float, float, float const*, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*, float const*)",1280,25251098,19727.420312,0.7002,14960,237080,8585.306694
"void mul_mat_vec_f<float, float, 1, 256, false, false>(float const*, float const*, int const*, ggml_cuda_mm_fusion_args_device, float*, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int)",1280,21078445,16467.535156,0.5845,14200,44081,1798.227719
"void k_bin_bcast<&(op_add(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,21020078,9383.963393,0.5828,1840,212962,7657.114626
"void rope_multi<true, false, float, float>(float const*, float*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,20444277,63888.365625,0.5669,57841,95881,4986.545246
"void soft_max_f32<true, 256, 256, float>(float const*, float const*, float const*, float*, soft_max_params)",1280,18738264,14639.268750,0.5196,13280,36920,1006.984234
"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,16932622,7559.206250,0.4695,1720,64680,4993.171980
"scale_f32(float const*, float*, float, float, long)",2040,15817873,7753.859314,0.4386,1800,76161,4317.078585
"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2248,14215297,6323.530694,0.3942,1760,24840,3404.754470
"void gdn_bf16_kkt_cuda<2>(float const*, float const*, float const*, unsigned short*, long, long, long, long, long, long, long, int)",960,13232168,13783.508333,0.3669,11440,392525,16859.512615
"void build_mmq_routed_descriptors<48>(int const*, unsigned int*, int, int)",3840,13110704,3414.245833,0.3635,2640,13241,596.238229
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, true>(float const*, int const*, void*, long, long, long, long, long, int, int, int, int)",1280,12787629,9990.335156,0.3546,8720,39760,1219.827217
"void k_get_rows_float_vec<float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",960,7483471,7795.282292,0.2075,3640,86001,3077.527986
"void unary_gated_op_kernel<&(op_sigmoid(float)), float>(float const*, float const*, float*, long, long, long, long)",320,7470853,23346.415625,0.2072,21400,35560,1660.603850
"void mul_mat_vec_q_ksplit<(ggml_type)8, 1, false, false, false, 0, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",8,7003285,875410.625000,0.1942,874400,876160,597.669507
"__amd_rocclr_copyBuffer",655,4660350,7115.038168,0.1292,1960,27200,4682.395840
"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",2240,3848908,1718.262500,0.1067,1240,12560,539.606719
"void rope_multi<true, false, float, __hip_bfloat16>(float const*, __hip_bfloat16*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,3264422,10201.318750,0.0905,9200,14880,749.474435
"void k_bin_bcast<&(op_div(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",1280,2569212,2007.196875,0.0712,1800,7840,247.136208
"void reduce_rows_f32<false>(float const*, float*, int)",1280,2347133,1833.697656,0.0651,1600,6800,213.473840
"__amd_rocclr_fillBufferAligned",6,2344732,390788.666667,0.0650,30561,539286,183528.280857
"void op_clamp_kernel<float>(float const*, float*, float, float, int)",1280,2046814,1599.073437,0.0568,1400,4800,164.106306
"void k_set_rows<float, long, __hip_bfloat16>(float const*, long const*, __hip_bfloat16*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",320,1922369,6007.403125,0.0533,5480,9280,427.219306
"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",960,1726692,1798.637500,0.0479,1480,12320,533.200295
"void convert_unary<__hip_bfloat16, __half>(void const*, __half*, long, long, long, HIP_vector_type<unsigned int, 3u>, long, long, long)",80,543762,6797.025000,0.0151,4400,11760,1713.080924
"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",8,16480,2060.000000,4.570e-04,1920,2400,168.353370
