0.00.020.121 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.020.326 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.394 I srv          init: The UI is disabled
0.00.020.396 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.020.448 W srv  llama_server: -----------------
0.00.020.449 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.020.449 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.020.449 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.020.450 W srv  llama_server: -----------------
0.00.021.664 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.562.269 I cmn          init: llama threadpool init, n_threads = 16
0.03.855.776 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.928.548 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.04.078.107 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.04.225.489 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.04.225.524 I srv  llama_server: model loaded
0.04.225.530 I srv  llama_server: listening on http://127.0.0.1:8997
0.05.080.892 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.25.590.013 I slot print_timing: id  0 | task 1231 | n_gen =    186, tg =  14.71 t/s, tg_3s =  15.49 t/s
3.28.629.982 I slot print_timing: id  0 | task 1231 | n_gen =    224, tg =  14.28 t/s, tg_3s =  12.50 t/s
3.31.669.753 I slot print_timing: id  0 | task 1231 | n_gen =    269, tg =  14.36 t/s, tg_3s =  14.80 t/s
3.34.710.233 I slot print_timing: id  0 | task 1231 | n_gen =    308, tg =  14.15 t/s, tg_3s =  12.83 t/s
3.37.750.558 I slot print_timing: id  0 | task 1231 | n_gen =    348, tg =  14.03 t/s, tg_3s =  13.16 t/s
3.40.791.240 I slot print_timing: id  0 | task 1231 | n_gen =    394, tg =  14.15 t/s, tg_3s =  15.13 t/s
3.43.832.730 I slot print_timing: id  0 | task 1231 | n_gen =    437, tg =  14.15 t/s, tg_3s =  14.14 t/s
3.46.877.186 I slot print_timing: id  0 | task 1231 | n_gen =    489, tg =  14.41 t/s, tg_3s =  17.08 t/s
3.49.921.404 I slot print_timing: id  0 | task 1231 | n_gen =    534, tg =  14.44 t/s, tg_3s =  14.78 t/s
3.52.965.136 I slot print_timing: id  0 | task 1231 | n_gen =    582, tg =  14.54 t/s, tg_3s =  15.77 t/s
3.56.009.851 I slot print_timing: id  0 | task 1231 | n_gen =    621, tg =  14.42 t/s, tg_3s =  12.81 t/s
3.59.053.862 I slot print_timing: id  0 | task 1231 | n_gen =    658, tg =  14.27 t/s, tg_3s =  12.16 t/s
4.02.071.921 I slot print_timing: id  0 | task 1231 | prompt eval time =     660.80 ms /    77 tokens (    8.58 ms per token,   116.53 tokens per second)
4.02.071.924 I slot print_timing: id  0 | task 1231 |        eval time =   49059.44 ms /   700 tokens (   70.19 ms per token,    14.25 tokens per second)
4.02.071.925 I slot print_timing: id  0 | task 1231 |       total time =   49720.23 ms /   777 tokens
4.02.071.926 I slot print_timing: id  0 | task 1231 |    graphs reused =       1517
4.02.071.930 I slot print_timing: id  0 | task 1231 | draft acceptance = 0.58476 (  376 accepted /   643 generated), mean len =  2.17
4.02.071.975 I slot      release: id  0 | task 1231 | stop processing: n_tokens = 776, truncated = 0
4.02.079.894 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.450 (> 0.100 thold), f_keep = 0.058
4.02.178.726 I slot launch_slot_: id  0 | task 1558 | processing task, is_child = 0
4.08.695.781 I slot print_timing: id  0 | task 1558 | n_gen =    102, tg =  17.09 t/s, tg_3s =  17.26 t/s
4.11.725.143 I slot print_timing: id  0 | task 1558 | n_gen =    149, tg =  16.55 t/s, tg_3s =  15.51 t/s
4.14.764.702 I slot print_timing: id  0 | task 1558 | n_gen =    196, tg =  16.28 t/s, tg_3s =  15.46 t/s
4.17.805.655 I slot print_timing: id  0 | task 1558 | n_gen =    250, tg =  16.58 t/s, tg_3s =  17.76 t/s
4.20.846.620 I slot print_timing: id  0 | task 1558 | n_gen =    302, tg =  16.67 t/s, tg_3s =  17.10 t/s
4.23.886.813 I slot print_timing: id  0 | task 1558 | n_gen =    354, tg =  16.73 t/s, tg_3s =  17.10 t/s
4.26.927.212 I slot print_timing: id  0 | task 1558 | n_gen =    398, tg =  16.44 t/s, tg_3s =  14.47 t/s
4.29.972.499 I slot print_timing: id  0 | task 1558 | n_gen =    446, tg =  16.37 t/s, tg_3s =  15.76 t/s
4.33.016.692 I slot print_timing: id  0 | task 1558 | n_gen =    502, tg =  16.57 t/s, tg_3s =  18.40 t/s
4.36.061.260 I slot print_timing: id  0 | task 1558 | n_gen =    549, tg =  16.47 t/s, tg_3s =  15.44 t/s
4.39.105.304 I slot print_timing: id  0 | task 1558 | n_gen =    603, tg =  16.57 t/s, tg_3s =  17.74 t/s
4.42.150.681 I slot print_timing: id  0 | task 1558 | n_gen =    659, tg =  16.72 t/s, tg_3s =  18.39 t/s
4.44.430.020 I slot print_timing: id  0 | task 1558 | prompt eval time =     606.44 ms /   100 tokens (    6.06 ms per token,   164.90 tokens per second)
4.44.430.024 I slot print_timing: id  0 | task 1558 |        eval time =   41644.79 ms /   700 tokens (   59.58 ms per token,    16.78 tokens per second)
4.44.430.026 I slot print_timing: id  0 | task 1558 |       total time =   42251.23 ms /   800 tokens
4.44.430.027 I slot print_timing: id  0 | task 1558 |    graphs reused =       1786
4.44.430.031 I slot print_timing: id  0 | task 1558 | draft acceptance = 0.77697 (  425 accepted /   547 generated), mean len =  2.55
4.44.430.113 I slot      release: id  0 | task 1558 | stop processing: n_tokens = 799, truncated = 0
4.44.436.391 I srv    operator(): operator(): cleaning up before exit...
