"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void k_bin_bcast<&(op_add(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,21090985,9415.618304,0.5830,1840,211083,7658.451824
"void mul_mat_vec_f<float, float, 1, 256, false, false>(float const*, float const*, int const*, ggml_cuda_mm_fusion_args_device, float*, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, HIP_vector_type<unsigned int, 3u>, int, int, int, int)",1280,21081750,16470.117188,0.5828,13760,43800,1888.149160
"void rope_multi<true, false, float, float>(float const*, float*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,20485354,64016.731250,0.5663,56880,97080,4948.548812
"void soft_max_f32<true, 256, 256, float>(float const*, float const*, float const*, float*, soft_max_params)",1280,18862197,14736.091406,0.5214,13400,136002,3537.286774
"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",2240,16947499,7565.847768,0.4685,1760,65920,5001.114837
"scale_f32(float const*, float*, float, float, long)",2040,16066668,7875.817647,0.4441,1760,350081,8578.952031
"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",2248,14197610,6315.662811,0.3925,1800,24241,3386.863186
"void build_mmq_routed_descriptors<48>(int const*, unsigned int*, int, int)",3840,13118558,3416.291146,0.3626,2600,12040,596.761193
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, true>(float const*, int const*, void*, long, long, long, long, long, int, int, int, int)",1280,12778199,9982.967969,0.3532,8760,34081,1138.180723
"void gdn_bf16_kkt_cuda<2>(float const*, float const*, float const*, unsigned short*, long, long, long, long, long, long, long, int)",960,12505750,13026.822917,0.3457,11280,65080,2888.142906
"void unary_gated_op_kernel<&(op_sigmoid(float)), float>(float const*, float const*, float*, long, long, long, long)",320,7639004,23871.887500,0.2112,21320,194961,9737.663457
"void k_get_rows_float_vec<float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",960,7519964,7833.295833,0.2079,3680,81321,2948.629758
"void mul_mat_vec_q_ksplit<(ggml_type)8, 1, false, false, false, 0, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",8,7010088,876261.000000,0.1938,875441,877001,487.090487
"__amd_rocclr_copyBuffer",655,4603379,7028.059542,0.1272,1920,27520,4601.715488
"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",2240,3959105,1767.457589,0.1094,1360,12840,545.345421
"void rope_multi<true, false, float, __hip_bfloat16>(float const*, __hip_bfloat16*, int, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool, bool, long const*, int)",320,3273268,10228.962500,0.0905,9200,15801,805.363688
"void k_bin_bcast<&(op_div(float, float)), float, float, float, float const*>(float const*, float const*, float*, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*)",1280,2580099,2015.702344,0.0713,1720,11320,348.786366
"void reduce_rows_f32<false>(float const*, float*, int)",1280,2359455,1843.324219,0.0652,1520,11320,334.932421
"__amd_rocclr_fillBufferAligned",6,2290250,381708.333333,0.0633,30760,538726,179722.964607
"void op_clamp_kernel<float>(float const*, float*, float, float, int)",1280,2071569,1618.413281,0.0573,1360,11361,319.156171
"void k_set_rows<float, long, __hip_bfloat16>(float const*, long const*, __hip_bfloat16*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",320,1921534,6004.793750,0.0531,5400,9401,421.272964
"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",960,1706534,1777.639583,0.0472,1480,8200,310.917820
"void convert_unary<__hip_bfloat16, __half>(void const*, __half*, long, long, long, HIP_vector_type<unsigned int, 3u>, long, long, long)",80,545962,6824.525000,0.0151,4360,11720,1736.370009
"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",8,17040,2130.000000,4.710e-04,1880,2400,186.087537
