0.00.020.521 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.020.743 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.811 I srv          init: The UI is disabled
0.00.020.812 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.020.865 W srv  llama_server: -----------------
0.00.020.866 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.020.866 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.020.867 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.020.867 W srv  llama_server: -----------------
0.00.022.108 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.565.718 I cmn          init: llama threadpool init, n_threads = 16
0.03.762.545 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.781.450 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.934.314 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.965.158 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.03.965.193 I srv  llama_server: model loaded
0.03.965.199 I srv  llama_server: listening on http://127.0.0.1:8997
0.04.079.707 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.53.378.658 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.549 (> 0.100 thold), f_keep = 0.058
0.53.476.445 I slot launch_slot_: id  0 | task 287 | processing task, is_child = 0
0.59.202.749 I slot print_timing: id  0 | task 287 | n_gen =    100, tg =  19.17 t/s, tg_3s =  19.36 t/s
1.02.294.420 I slot print_timing: id  0 | task 287 | n_gen =    134, tg =  16.11 t/s, tg_3s =  11.00 t/s
1.05.396.465 I slot print_timing: id  0 | task 287 | n_gen =    184, tg =  16.11 t/s, tg_3s =  16.12 t/s
1.08.497.292 I slot print_timing: id  0 | task 287 | n_gen =    228, tg =  15.70 t/s, tg_3s =  14.19 t/s
1.11.596.755 I slot print_timing: id  0 | task 287 | n_gen =    276, tg =  15.66 t/s, tg_3s =  15.49 t/s
1.14.696.166 I slot print_timing: id  0 | task 287 | n_gen =    311, tg =  15.01 t/s, tg_3s =  11.29 t/s
1.17.794.450 I slot print_timing: id  0 | task 287 | n_gen =    347, tg =  14.56 t/s, tg_3s =  11.62 t/s
1.20.894.297 I slot print_timing: id  0 | task 287 | n_gen =    387, tg =  14.37 t/s, tg_3s =  12.90 t/s
1.23.994.508 I slot print_timing: id  0 | task 287 | n_gen =    423, tg =  14.09 t/s, tg_3s =  11.61 t/s
1.27.106.054 I slot print_timing: id  0 | task 287 | n_gen =    465, tg =  14.03 t/s, tg_3s =  13.50 t/s
1.30.212.174 I slot print_timing: id  0 | task 287 | n_gen =    502, tg =  13.85 t/s, tg_3s =  11.91 t/s
1.33.317.631 I slot print_timing: id  0 | task 287 | n_gen =    548, tg =  13.93 t/s, tg_3s =  14.81 t/s
1.36.423.277 I slot print_timing: id  0 | task 287 | n_gen =    598, tg =  14.09 t/s, tg_3s =  16.10 t/s
1.39.530.753 I slot print_timing: id  0 | task 287 | n_gen =    645, tg =  14.16 t/s, tg_3s =  15.12 t/s
1.42.641.861 I slot print_timing: id  0 | task 287 | n_gen =    689, tg =  14.16 t/s, tg_3s =  14.14 t/s
1.43.477.887 I slot print_timing: id  0 | task 287 | prompt eval time =     561.39 ms /    82 tokens (    6.85 ms per token,   146.06 tokens per second)
1.43.477.893 I slot print_timing: id  0 | task 287 |        eval time =   49439.96 ms /   700 tokens (   70.73 ms per token,    14.14 tokens per second)
1.43.477.894 I slot print_timing: id  0 | task 287 |       total time =   50001.36 ms /   782 tokens
1.43.477.896 I slot print_timing: id  0 | task 287 |    graphs reused =        560
1.43.477.906 I slot print_timing: id  0 | task 287 | draft acceptance = 0.35983 (  412 accepted /  1145 generated), mean len =  2.44
1.43.477.981 I slot      release: id  0 | task 287 | stop processing: n_tokens = 781, truncated = 0
1.43.479.743 I srv    operator(): operator(): cleaning up before exit...
